TimeSinceMark,CurrentStage,AltitudeASL,DownRange,SpeedSurface,SpeedOrbital,Mass,Acceleration,Q,AoA,AoS,AoD,AltitudeTrue,Pitch,GravityLosses,DragLosses,SteeringLosses,DeltaVExpended
0,6,87.4637459806982,0.0219001448999331,0.00362265761635007,174.967835848596,176.303262035697,0.994852945317183,7.34707405764096E-06,0,0,0,15.0104140339221,89.9860076904297,0,0,0,0
0.0199999999895226,6,87.4642894398654,0.0178813934326172,0.00366165599008294,174.967848126269,175.903262029737,0.994949629417187,7.34858446479486E-06,0,0,0,15.0104683124064,89.9888061523438,0,4.22462492297381E-11,0,0
0.239999999874271,6,87.4565442055697,0.0199920056238752,0.245957451589036,174.967111213662,175.737500082105,1.1202097003867,0.000114105631408622,-72.0123573321968,-72.9322345467746,72.9308392245098,15.0050761768071,89.9628082275391,0.00104275377487113,7.241300791952E-07,2.63786243597278,2.63779622607711
0.45999999975902,6,87.6013119855896,0.0178813934326172,1.13379647743657,174.96808186007,175.534895788282,1.49515999777877,0.600469838228437,-0.0343072877544711,-0.157981651037072,0.160974883567996,15.0681441979308,89.9676544189453,0.0144180685559534,1.18817154471653E-05,5.8467091850312,5.86515292433541
0.679999999643769,6,87.9840023383265,0.0178813934326172,2.21691643635308,174.975161854923,175.332293401807,1.49688053235979,2.51262845963175,-0.115006004303148,-0.159934289987208,0.196483066067797,15.3534324752481,89.9119781494141,0.0411463357842495,5.68680423625596E-05,9.03886990412057,9.09624084543718
0.899999999528518,6,88.6054305339814,0.0178813934326172,3.30374449514342,174.988611800782,175.129689107984,1.49859483759301,5.75063655292442,-0.157512232523427,-0.163679974799312,0.226468158795082,15.8771256636304,89.8633605957031,0.0812706934264883,0.000160601446631219,12.214581486944,12.3310865922471
1.11999999941327,6,89.466410820419,0.00894069671630859,4.39427189432708,175.008938885202,174.927094350904,1.50030632096412,10.327358521462,-0.142725097582715,-0.158548282600155,0.212002417741522,16.6400394236413,89.8225067138672,0.134832518029274,0.000348443652985426,15.3742290676848,15.5697196294669
1.33999999929802,6,90.567754971981,0,5.4884965510881,175.036410755991,174.724482427686,1.50201564013103,16.2554573570402,-0.0941779628091945,-0.155404198248895,0.180949021650681,17.6429859354871,89.7788452148438,0.201871281005691,0.000645285177016426,18.5175378325891,18.8121518483539
1.55999999918276,6,91.9102716414956,0.00894069671630859,6.58642450837371,175.071009836837,174.521887670606,1.5037226411929,23.5474413291714,-0.0497571631601323,-0.159218860934333,0.165788466606657,18.8867744016415,89.7112670898437,0.282424565413415,0.00107477338009895,21.6442315558916,22.058396538558
1.77999999906751,6,93.4947661272599,0.0178813934326172,7.68806772328093,175.112667203735,174.319292913526,1.50542895559581,32.215688610653,-0.0161100621248918,-0.16684256628167,0.166511465418421,20.3722121177893,89.6270141601563,0.376528164386099,0.00165558733270519,24.7540558278259,25.3084743287786
1.99999999895226,6,95.322044368519,0.0399840112477503,8.7934436794265,175.161472761529,174.116688619702,1.50713699512532,42.2724814788252,0.0117578668877771,-0.17404479274515,0.173195273947899,22.1001028680871,89.5385833740234,0.484216177897171,0.00239979618858481,27.8471936637731,28.5624067891081
2.21999999883701,5,97.3929120704648,0.0650892545814561,9.90256611293446,175.217594375504,173.914084325879,1.50884718857794,53.7299391898947,0.0663210313417564,-0.184854475489057,0.196239910405713,24.0712568908627,89.4785949707031,0.605520901466041,0.00332385612701771,30.9238997761161,31.8202090117718
2.43999999872176,5,99.7081751971971,0.0979404254266918,11.0154462006731,175.281037372817,173.711481939405,1.51055764127775,66.5999754350505,0.126268176946835,-0.234473774121423,0.265805635613094,26.2864746515127,89.4375701904297,0.740472751671882,0.00444825415710192,33.9827031384803,35.0818937068989
2.65999999860651,5,102.268637152528,0.139658147261858,12.1320903401552,175.350983531696,173.50887955293,1.51226672885002,80.8943239719935,0.165845824819985,-0.322617292455019,0.362600622750486,28.7465584149899,89.3972930908203,0.88910100859743,0.00579750759230532,37.0216311817766,38.3474776130253
2.87999999849126,5,105.075104998192,0.190501890355312,13.2524927628865,175.42773375664,173.30628479585,1.51397358726275,96.6243008497708,0.208049694292891,-0.405976994257833,0.45569231596201,31.4523165047332,89.3720001220703,1.05143338484492,0.00739373867023467,40.0413834036984,41.6169861029602
3.09999999837601,5,108.128388345381,0.251613508691854,14.3766315624784,175.514303296728,173.103682409375,1.51567610170528,113.800727634034,0.252008584592151,-0.465673650853534,0.529149910443571,34.404561270118,89.35517578125,1.22749308512249,0.00926804241316112,43.0430786680829,44.8904534886823
3.31999999826076,5,111.429298239981,0.321492336923458,15.5044778500048,175.61254299975,172.901076208203,1.5173751504473,132.433942217424,0.282140949489116,-0.533055173793253,0.602654724205104,37.6040951605141,89.3441528320313,1.41729900347863,0.0114460060910282,46.0256077706238,48.1678994267883
3.5399999981455,5,114.978649068135,0.400439423499568,16.6360077122934,175.721926791019,172.698473821729,1.51907154876839,152.533994502711,0.286895607509859,-0.61050516355223,0.674318144811018,41.0517299673206,89.3309356689453,1.62086791743313,0.0139534707182886,48.9874242433945,51.4493393619041
3.75999999803025,5,118.777255070827,0.487575466791499,17.7711991270032,175.842531556428,172.495871435254,1.52076397048075,174.110527411203,0.2913961681709,-0.68106195847558,0.740335065347287,44.7482848429226,89.32822265625,1.83821379870982,0.016817892946219,51.9285164701873,54.7347896492366
